,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date
1554,Bentleigh East,9b Latham St,4,t,1260000.0,PI,hockingstuart,22/08/2016
1555,Bentleigh East,20 McGuinness Rd,4,h,1150000.0,S,Buxton,22/08/2016
1556,Bentleigh East,6/1126 North Rd,2,u,340000.0,VB,Gary,22/08/2016
1557,Bentleigh East,76 Bignell Rd,3,h,1000000.0,S,Woodards,24/09/2016
1558,Bentleigh East,2/12 Brosa Av,3,t,1150000.0,S,hockingstuart,24/09/2016
1559,Bentleigh East,5a Cavalier St,3,t,965000.0,S,Buxton,24/09/2016
1560,Bentleigh East,2/5 Connie St,3,u,870000.0,S,Woodards,24/09/2016
1561,Bentleigh East,23 Gardeners Rd,3,h,1405000.0,S,Woodards,24/09/2016
1562,Bentleigh East,113a MacKie Rd,4,h,1100000.0,VB,Melbourne,24/09/2016
1563,Bentleigh East,123 MacKie Rd,3,h,1161000.0,S,hockingstuart,24/09/2016
1564,Bentleigh East,44a McGuinness Rd,4,t,1080000.0,S,Buxton,24/09/2016
1565,Bentleigh East,11 Melball St,3,h,1266000.0,S,hockingstuart,24/09/2016
1566,Bentleigh East,2/8 Rudyard St,3,t,700000.0,PI,hockingstuart,24/09/2016
1568,Bentleigh East,2A Barrani St,4,t,1325000.0,S,Buxton,25/02/2017
1569,Bentleigh East,2/16 Bessie St,3,u,770000.0,PI,hockingstuart,25/02/2017
1570,Bentleigh East,177 Bignell Rd,3,h,1110000.0,S,hockingstuart,25/02/2017
1571,Bentleigh East,1/6 Brad St,1,u,380000.0,S,hockingstuart,25/02/2017
1572,Bentleigh East,98 Brady Rd,4,h,1175000.0,S,RT,25/02/2017
1573,Bentleigh East,3 Forrest St,3,h,1200000.0,S,Woodards,25/02/2017
1575,Bentleigh East,88 MacKie Rd,4,h,1370000.0,SP,Gary,25/02/2017
1576,Bentleigh East,4 Mawby Rd,4,h,1433500.0,S,Hodges,25/02/2017
1577,Bentleigh East,370 McKinnon Rd,2,h,1630000.0,S,C21,25/02/2017
1579,Bentleigh East,43 Wards Gr,3,h,1360000.0,SP,Woodards,25/02/2017
1580,Bentleigh East,45 Chesterville Dr,4,h,900000.0,VB,Gary,26/07/2016
1581,Bentleigh East,61 Molden St,3,t,860000.0,PI,hockingstuart,26/07/2016
1582,Bentleigh East,75b Parkmore Rd,3,t,1216000.0,S,Buxton,26/07/2016
1583,Bentleigh East,30 Browns Rd,2,u,772500.0,S,Anderson,27/06/2016
1584,Bentleigh East,15 Cormick St,3,h,1001000.0,S,Gary,27/06/2016
1585,Bentleigh East,3/2 Garden Rd,2,u,715000.0,S,hockingstuart,27/06/2016
1586,Bentleigh East,6 Gray St,3,h,801000.0,S,Buxton,27/06/2016
1587,Bentleigh East,7 Larman St,3,h,1155000.0,S,Buxton,27/06/2016
1588,Bentleigh East,2/5 Pell St,3,t,882000.0,S,Ray,27/06/2016
1589,Bentleigh East,41 Wards Gr,2,h,1180000.0,S,Buxton,27/06/2016
1591,Bentleigh East,30A Almurta Rd,3,t,840000.0,S,Buxton,27/11/2016
1592,Bentleigh East,1/811 Centre Rd,2,h,710000.0,S,Buxton,27/11/2016
1593,Bentleigh East,335 Chesterville Rd,4,h,1040000.0,VB,Buxton,27/11/2016
1594,Bentleigh East,71 Deakin St,5,h,1550000.0,PI,hockingstuart,27/11/2016
1595,Bentleigh East,2/42 Gowrie St,3,h,930000.0,S,Buxton,27/11/2016
1596,Bentleigh East,2/12 Hodgson Gr,3,u,790000.0,S,hockingstuart,27/11/2016
1597,Bentleigh East,5 Konrad St,3,h,1040000.0,S,Hodges,27/11/2016
1598,Bentleigh East,18 Patricia St,3,h,1020000.0,S,Nick,27/11/2016
1599,Bentleigh East,2 Sanicki Ct,3,t,670000.0,PI,Bayside,27/11/2016
1600,Bentleigh East,8 Stockdale Av,5,h,1305000.0,S,Buxton,27/11/2016
1601,Bentleigh East,10a Stratford Av,4,t,1235000.0,S,Buxton,27/11/2016
1602,Bentleigh East,2/25 Brooks St,3,u,800000.0,S,Woodards,28/05/2016
1603,Bentleigh East,2/34 Browns Rd,4,t,1120000.0,PI,Buxton,28/05/2016
1604,Bentleigh East,16a Daphne St,3,t,970000.0,VB,hockingstuart,28/05/2016
1605,Bentleigh East,1/4 Daphne St,3,t,787500.0,S,Hodges,28/05/2016
1606,Bentleigh East,81 Kennedy St,6,h,1300000.0,S,Buxton,28/05/2016
1607,Bentleigh East,24 Kurrajong St,3,h,950000.0,PI,Greg,28/05/2016
1608,Bentleigh East,69 Lancaster St,4,h,1600000.0,S,Buxton,28/05/2016
1609,Bentleigh East,3b Manuka St,3,h,886000.0,S,Ray,28/05/2016
1610,Bentleigh East,25a Surrey St,4,t,1210000.0,S,Marshall,28/05/2016
1611,Bentleigh East,36a Barrington St,3,t,780000.0,PI,Buxton,28/08/2016
1613,Bentleigh East,3 Belinda Ct,4,h,1015000.0,S,C21,28/08/2016
1614,Bentleigh East,10a Bevis St,4,t,1200000.0,PI,Marshall,28/08/2016
1615,Bentleigh East,1/3 Brady Rd,3,u,830000.0,S,Woodards,28/08/2016
1616,Bentleigh East,9 Colin St,3,h,1241000.0,S,Hodges,28/08/2016
1617,Bentleigh East,27 Connie St,4,h,1255000.0,S,Buxton,28/08/2016
1618,Bentleigh East,54a MacKie Rd,4,t,1025000.0,PI,Buxton,28/08/2016
1619,Bentleigh East,8 Marlborough St,3,h,1320000.0,S,Buxton,28/08/2016
1620,Bentleigh East,1/39 Neville St,3,h,870000.0,S,Gary,28/08/2016
1622,Bentleigh East,4 Wingate St,4,h,1472500.0,S,hockingstuart,28/08/2016
1623,Bentleigh East,25 Anarth St,2,h,640000.0,PI,hockingstuart,30/07/2016
1624,Bentleigh East,115 Bignell Rd,2,h,1160000.0,S,Buxton,30/07/2016
1625,Bentleigh East,7a Cardiff St,4,t,1210000.0,S,hockingstuart,30/07/2016
1626,Bentleigh East,12 John St,4,h,1306000.0,S,Buxton,30/07/2016
1627,Bentleigh East,41 Mawby Rd,3,h,1291000.0,S,hockingstuart,30/07/2016
1628,Box Hill,32 Margaret St,4,h,1620000.0,S,hockingstuart,3/09/2016
1630,Box Hill,6/29 Barkly St,2,u,645000.0,S,McGrath,4/03/2017
1631,Box Hill,1/1 Cherryhinton St,2,u,790000.0,S,Noel,4/03/2017
1632,Box Hill,4/425 Station St,4,h,880000.0,S,Ray,4/03/2017
1638,Box Hill,18 Glenmore St,4,h,1560000.0,PI,Jellis,10/09/2016
1641,Box Hill,3 Alexander St,3,h,1715000.0,SP,Marshall,10/12/2016
1642,Box Hill,21 Barkly St,3,h,1200000.0,SP,Marshall,10/12/2016
1643,Box Hill,17 Combarton St,3,h,1760000.0,S,Fletchers,10/12/2016
1644,Box Hill,1/7 Glenmore St,1,u,288000.0,SP,hockingstuart,12/06/2016
1645,Box Hill,15 Davey St,3,h,948000.0,S,Ray,12/11/2016
1646,Box Hill,89 Thames St,4,h,2770000.0,S,Lindellas,12/11/2016
1647,Box Hill,19 Wavell St,3,h,1412000.0,S,Noel,12/11/2016
1648,Box Hill,31/41 Harrow St,2,u,465000.0,S,Ray,13/08/2016
1649,Box Hill,1/14 Barkly St,4,t,975000.0,VB,Lindellas,15/10/2016
1650,Box Hill,23 Bass St,3,h,1325000.0,S,Lindellas,15/10/2016
1651,Box Hill,3/14 Bedford St,3,t,750000.0,S,Jellis,15/10/2016
1652,Box Hill,5 Wavell St,3,h,1400000.0,S,hockingstuart,15/10/2016
1653,Box Hill,22 William St,3,h,1500000.0,SP,Ray,15/10/2016
1654,Box Hill,55 Albion Rd,4,h,1600000.0,S,Fletchers,16/04/2016
1655,Box Hill,126 Carrington Rd,2,u,616000.0,S,Philip,16/07/2016
1656,Box Hill,54 Watts St,4,h,1661000.0,S,Noel,16/07/2016
1657,Box Hill,12 Barcelona St,4,h,1461400.0,S,Allens,17/09/2016
1658,Box Hill,2/4 Collins St,3,u,775000.0,S,Fletchers,17/09/2016
1659,Box Hill,12 Pendle St,4,h,1506000.0,S,hockingstuart,17/09/2016
1660,Box Hill,33 Pendle St,4,h,1670000.0,S,Noel,17/09/2016
1662,Box Hill,7/12 Oxford St,1,u,340000.0,SP,Lindellas,18/03/2017
1664,Box Hill,6 Archibald St,3,h,4000000.0,VB,Lindellas,18/06/2016
1665,Box Hill,19 Kent Rd,3,h,928000.0,S,Lindellas,18/06/2016
1666,Box Hill,2/20 Simpsons Rd,2,u,761000.0,S,Marshall,18/06/2016
1667,Box Hill,3/8 Ashted Rd,2,u,636000.0,S,Philip,19/11/2016
1668,Box Hill,6 Bass St,4,h,1625000.0,S,Noel,19/11/2016
1669,Box Hill,10 Cunningham St,4,h,1430000.0,S,Noel,19/11/2016
1670,Box Hill,1 Maple St,3,h,836000.0,S,Jellis,19/11/2016
1671,Box Hill,3/5 Kent Rd,2,u,400000.0,VB,Ray,23/04/2016
1672,Box Hill,5 Patricia St,3,h,1170000.0,S,Ray,23/04/2016
1673,Box Hill,14 Collins St,4,h,1670000.0,S,Marshall,25/02/2017
1674,Box Hill,14 Standard Av,4,h,1750000.0,S,Ray,25/02/2017
1675,Box Hill,1/10 Kangerong Rd,2,u,737000.0,S,hockingstuart,26/07/2016
1679,Box Hill,15 Simpsons Rd,4,h,1125000.0,S,Ray,27/11/2016
1680,Box Hill,47 Albion Rd,3,h,1351000.0,S,Jellis,28/05/2016
1681,Box Hill,837 Canterbury Rd,3,h,857000.0,S,Fletchers,28/05/2016
1682,Box Hill,2/38 Margaret St,3,t,822500.0,S,Noel,28/05/2016
1683,Box Hill,2/30 Barkly St,2,u,560000.0,S,Stockdale,28/08/2016
1685,Box Hill,1/14 Alexander St,2,u,420000.0,VB,Jellis,30/07/2016
1688,Braybrook,132 Duke St,3,h,870000.0,S,Barry,3/09/2016
1689,Braybrook,25 Lily St,2,h,645000.0,S,Barry,3/09/2016
1690,Braybrook,1/3 Vine St,3,t,502000.0,SP,Sweeney,4/03/2017
1691,Braybrook,2/10 Skewes St,3,u,495000.0,S,Bells,4/06/2016
1692,Braybrook,40 Carlton St,3,h,660000.0,S,Sweeney,7/11/2016
1693,Braybrook,144 Duke St,2,h,868000.0,S,Bells,7/11/2016
1694,Braybrook,80 South Rd,4,h,645000.0,SP,Biggin,7/11/2016
1695,Braybrook,3 Cross St,3,h,652000.0,S,Barry,8/10/2016
1697,Braybrook,2 Riley Ct,4,h,850000.0,SA,Sweeney,8/10/2016
1698,Braybrook,81 Churchill Av,3,h,740000.0,S,Sweeney,10/09/2016
1699,Braybrook,18 Hancock Cr,3,h,570000.0,SP,Prof.,10/09/2016
1701,Braybrook,19 Hughes St,3,h,570500.0,S,Trimson,10/12/2016
1702,Braybrook,21 Hughes St,3,h,575000.0,S,Trimson,10/12/2016
1703,Braybrook,19 Kannan Bvd,4,h,882000.0,S,Village,10/12/2016
1704,Braybrook,20 Balmoral St,3,h,730000.0,S,Barry,11/03/2017
1705,Braybrook,1 Menzies St,2,h,670000.0,S,Douglas,13/08/2016
1706,Braybrook,2/24 Hancock Cr,2,t,445000.0,PI,Batty,14/05/2016
1707,Braybrook,11 Howell Pl,3,h,585000.0,S,Barry,14/05/2016
1709,Braybrook,160 Duke St,2,h,826000.0,S,Sweeney,16/07/2016
1710,Braybrook,32 Hargreaves Cr,4,h,720000.0,S,Bells,16/07/2016
1713,Braybrook,2/8 Burnett Av,3,h,600000.0,S,Jas,17/09/2016
1714,Braybrook,80 South Rd,4,h,610000.0,VB,Biggin,17/09/2016
1715,Braybrook,2/8 Turner Cr,3,h,610000.0,VB,GL,18/03/2017
1716,Braybrook,13 Wilson St,3,h,696000.0,S,YPA,18/03/2017
1717,Braybrook,1 Arthur St,2,h,660000.0,S,Barry,19/11/2016
1718,Braybrook,2B Bradford Ct,3,t,579000.0,S,Sweeney,19/11/2016
1719,Braybrook,33 Joy St,4,h,856500.0,S,Sweeney,19/11/2016
1720,Braybrook,1/20 Castley Cr,2,t,380000.0,PI,Burnham,22/05/2016
1721,Braybrook,6 Dedrick Gr,3,h,510000.0,SP,Sweeney,22/08/2016
1723,Braybrook,62 Lawn Cr,3,t,536000.0,S,Barry,25/02/2017
1724,Braybrook,1 Moama St,3,h,765000.0,S,GL,25/02/2017
1725,Braybrook,11/1 Windsor St,2,t,475000.0,S,Barry,25/02/2017
1726,Braybrook,25 Errol St,4,h,550000.0,S,Barry,26/07/2016
1727,Braybrook,40 Errol St,3,t,505000.0,PI,Nelson,27/06/2016
1728,Braybrook,11/27 Marnoo St,3,h,495000.0,S,Burnham,27/06/2016
1729,Braybrook,29 Hampden St,3,h,680000.0,S,Barry,27/11/2016
1730,Braybrook,14 Rose St,3,h,565000.0,S,Nelson,27/11/2016
1731,Braybrook,14 Kenross Ct,3,h,697500.0,S,Sweeney,28/08/2016
1732,Brighton,802 Hampton St,3,h,1550000.0,VB,Buxton,3/09/2016
1734,Brighton,18 Rooding St,3,h,1635000.0,S,Buxton,3/09/2016
1737,Brighton,152A Cochrane St,4,h,1830000.0,S,Hodges,3/12/2016
1738,Brighton,2A Grant St,3,t,1300000.0,PI,Nick,3/12/2016
1739,Brighton,17 McCallum St,4,h,3695000.0,S,Marshall,3/12/2016
1742,Brighton,2/26 Pearson St,2,u,536000.0,SP,Hodges,3/12/2016
1744,Brighton,18 Victoria St,4,h,3700000.0,S,Marshall,3/12/2016
1745,Brighton,20 Victoria St,4,h,3775000.0,S,Buxton,3/12/2016
1746,Brighton,50 Well St,3,h,1975000.0,S,Buxton,3/12/2016
1749,Brighton,1/137 Cole St,2,u,1300000.0,S,hockingstuart,4/03/2017
1750,Brighton,4/78 Dendy St,3,h,1390000.0,S,Tiernan's,4/03/2017
1751,Brighton,11 Foote St,4,h,4250000.0,S,Biggin,4/03/2017
1753,Brighton,133 Head St,4,h,2905000.0,S,Marshall,4/03/2017
1754,Brighton,1/112 Roslyn St,2,u,1300000.0,S,Nick,4/03/2017
1755,Brighton,1/119 Roslyn St,3,t,1725000.0,PI,Buxton,4/03/2017
1757,Brighton,15 Whyte St,3,h,2266000.0,S,Marshall,4/03/2017
1758,Brighton,23 Albert St,4,h,2910000.0,S,Marshall,4/06/2016
1760,Brighton,30 Barkly St,3,h,2100000.0,S,Buxton,4/06/2016
1761,Brighton,111 Carpenter St,6,h,2700000.0,S,Kay,4/06/2016
1764,Brighton,6/21 Were St,2,u,760000.0,S,RT,4/06/2016
1765,Brighton,3/78 William St,2,u,800000.0,S,Hodges,4/06/2016
1766,Brighton,1/97 Wilson St,3,t,1750000.0,S,Buxton,4/06/2016
1767,Brighton,124 Cole St,4,h,1761000.0,S,Kay,6/08/2016
1770,Brighton,1a Mair St,3,h,2600000.0,S,Buxton,6/08/2016
1771,Brighton,24b Munro St,3,h,1302500.0,S,Nick,6/08/2016
1772,Brighton,17 New St,3,h,1900000.0,S,Marshall,6/08/2016
1775,Brighton,74 Carpenter St,5,h,2750000.0,VB,Buxton,7/05/2016
1776,Brighton,4/149 Church St,2,u,892500.0,S,Nick,7/05/2016
1777,Brighton,120 Cole St,4,h,2145000.0,S,Buxton,7/05/2016
1778,Brighton,15 Hanby St,5,h,3171000.0,S,Biggin,7/05/2016
1779,Brighton,25 Lindsay St,4,t,2800000.0,VB,Buxton,7/05/2016
1782,Brighton,2 View Ct,2,h,1910000.0,S,Hodges,7/05/2016
1783,Brighton,36a Warleigh Gr,3,t,1850000.0,SP,Buxton,7/05/2016
1784,Brighton,1/5 Webb St,3,t,1067000.0,S,Kay,7/05/2016
1785,Brighton,72 William St,3,h,1865000.0,VB,hockingstuart,7/05/2016
1786,Brighton,105/103 Bay St,2,u,620000.0,S,Gary,7/11/2016
1787,Brighton,30a Rooding St,2,u,985000.0,PI,Marshall,7/11/2016
1789,Brighton,2/422 St Kilda St,3,t,1475000.0,PI,Buxton,7/11/2016
1790,Brighton,5 Davie La,2,h,502000.0,S,Hodges,8/10/2016
1795,Brighton,1/17 Tennyson St,2,u,700000.0,PI,RT,8/10/2016
1798,Brighton,15 Gould St,3,h,2400000.0,S,Marshall,10/09/2016
1799,Brighton,2/42 Grosvenor St,2,u,590000.0,S,J,10/09/2016
1801,Brighton,1/10 Manor St,3,h,1650000.0,S,Nick,10/09/2016
1803,Brighton,176 Were St,5,h,1562500.0,PI,Buxton,10/09/2016
1804,Brighton,2 Campbell St,3,h,2050000.0,PI,hockingstuart,10/12/2016
1805,Brighton,115 Dendy St,4,h,3180000.0,S,hockingstuart,10/12/2016
1806,Brighton,640B Hampton St,2,t,960000.0,S,Hodges,10/12/2016
1807,Brighton,5/778 Hampton St,2,h,752000.0,S,hockingstuart,10/12/2016
1808,Brighton,1/858 Hampton St,2,u,833000.0,S,Buxton,10/12/2016
1810,Brighton,73 Martin St,4,h,3320000.0,S,Buxton,10/12/2016
1811,Brighton,297 New St,4,h,2800000.0,PI,RT,10/12/2016
1812,Brighton,2a Roslyn St,1,h,1775000.0,S,Nick,10/12/2016
1813,Brighton,3/24 South Rd,3,u,1602000.0,S,RT,10/12/2016
1815,Brighton,6/4 Dudley St,2,u,1300000.0,PI,Greg,11/02/2017
1818,Brighton,1/16 Black St,2,u,1100000.0,S,Buxton,12/11/2016
1819,Brighton,5 Bridge St,3,h,1650000.0,S,Hodges,12/11/2016
1820,Brighton,11a Elm Gr,2,h,1102000.0,S,hockingstuart,12/11/2016
1821,Brighton,8/42 Grosvenor St,2,u,575000.0,S,Buxton,12/11/2016
1823,Brighton,28 Loller St,2,h,1570000.0,S,Buxton,12/11/2016
1824,Brighton,2/5 Loller St,3,t,1411000.0,S,Buxton,12/11/2016
1826,Brighton,1/17 Oakwood Av,3,u,1500000.0,S,hockingstuart,12/11/2016
1828,Brighton,9 Sussex St,5,h,4700000.0,VB,Hodges,12/11/2016
1829,Brighton,40 Whyte St,3,h,1785000.0,SP,Buxton,12/11/2016
1830,Brighton,44 William St,2,h,1550000.0,VB,Buxton,12/11/2016
1832,Brighton,7 Chavasse St,3,h,1875000.0,S,Hodges,13/08/2016
1834,Brighton,46 Head St,4,h,2400000.0,S,Hodges,13/08/2016
1835,Brighton,4/23 South Rd,3,u,1266000.0,S,Hodges,13/08/2016
1836,Brighton,1/105 Cochrane St,3,u,826000.0,S,Biggin,14/05/2016
1837,Brighton,97 Dendy St,5,h,2730000.0,S,Gary,14/05/2016
1838,Brighton,1/191 New St,2,u,900000.0,S,Nick,14/05/2016
1840,Brighton,55 Whyte St,3,t,1962000.0,S,Marshall,14/05/2016
1841,Brighton,95 Cochrane St,4,h,3295888.0,S,Hodges,15/10/2016
1842,Brighton,65 Male St,3,h,1205000.0,SP,Buxton,15/10/2016
1843,Brighton,6/138 New St,1,u,375000.0,S,hockingstuart,15/10/2016
1845,Brighton,8/35 Normanby St,2,u,756000.0,S,Buxton,15/10/2016
1847,Brighton,2/61 Black St,2,u,800000.0,VB,hockingstuart,16/04/2016
1849,Brighton,34 Middle Cr,4,h,4375000.0,S,hockingstuart,16/04/2016
1850,Brighton,48 Montclair Av,2,h,1036000.0,S,Buxton,16/04/2016
1851,Brighton,31 Orchard St,5,h,2100000.0,PI,Hodges,16/04/2016
1852,Brighton,45 Black St,3,h,1500000.0,S,Nick,16/07/2016
1853,Brighton,1/12 Burrows St,2,u,905500.0,S,Buxton,16/07/2016
1854,Brighton,9 Anne Cr,3,h,1811000.0,S,Gary,17/09/2016
1855,Brighton,22 Champion St,3,h,2375000.0,S,HAR,17/09/2016
1857,Brighton,6 Hamilton St,3,h,2275000.0,S,Marshall,17/09/2016
1858,Brighton,679 Hampton St,3,h,1385000.0,S,Buxton,17/09/2016
1859,Brighton,160 New St,2,h,1601000.0,S,RT,17/09/2016
1860,Brighton,89 South Rd,3,h,2020000.0,S,Nick,17/09/2016
1861,Brighton,8 Southey St,3,t,1762000.0,S,Buxton,17/09/2016
1862,Brighton,1A Baker St,3,h,2450000.0,S,Nick,18/03/2017
1863,Brighton,4/14 Brickwood St,2,u,858000.0,S,Marshall,18/03/2017
1864,Brighton,2/72 Dendy St,3,t,1427000.0,S,Marshall,18/03/2017
1865,Brighton,15 Loller St,3,t,2517500.0,SP,Marshall,18/03/2017
1867,Brighton,12 May St,4,h,2800000.0,S,Biggin,18/03/2017
1870,Brighton,53A Whyte St,4,h,2300000.0,PI,Nick,18/03/2017
1872,Brighton,1 Hanby St,3,h,2100000.0,VB,Buxton,18/06/2016
1873,Brighton,82 New St,5,h,3700000.0,VB,Kay,18/06/2016
1875,Brighton,2 Bridge St,3,h,1750000.0,VB,Buxton,19/11/2016
1876,Brighton,33 Burrows St,3,h,1410000.0,S,Buxton,19/11/2016
1878,Brighton,823 Hampton St,4,h,2475000.0,VB,Marshall,19/11/2016
1880,Brighton,64 North Rd,4,h,2700000.0,SP,Nick,19/11/2016
1881,Brighton,16 Oakwood Av,4,h,2800000.0,S,hockingstuart,19/11/2016
1882,Brighton,3/4 Seaview Av,2,u,810000.0,S,Marshall,19/11/2016
1883,Brighton,5/18 William St,3,u,1005000.0,SP,hockingstuart,19/11/2016
1884,Brighton,66 Champion St,4,h,3900000.0,S,Nick,22/05/2016
1885,Brighton,4/171 Church St,2,u,1260000.0,S,Buxton,22/05/2016
1886,Brighton,1/33 Cochrane St,2,u,1110000.0,S,Rodney,22/05/2016
1887,Brighton,33 Laburnum St,5,h,2790000.0,S,Buxton,22/05/2016
1888,Brighton,10/32 Loller St,2,u,610000.0,S,RT,22/05/2016
1889,Brighton,3/61 Martin St,3,u,880000.0,S,hockingstuart,22/05/2016
1890,Brighton,5/22 Well St,2,u,737000.0,S,Nick,22/05/2016
1891,Brighton,33a Durrant St,2,h,1532000.0,S,Hodges,22/08/2016
1894,Brighton,48 Were St,3,u,1250000.0,S,Marshall,22/08/2016
1895,Brighton,3/18 William St,3,u,835000.0,PI,Marshall,22/08/2016
1896,Brighton,5/9 Collington Av,2,u,650000.0,VB,Hodges,23/04/2016
1897,Brighton,35 Champion St,3,h,2320000.0,S,Nick,24/09/2016
1899,Brighton,112 Asling St,4,h,2000000.0,S,Marshall,25/02/2017
1900,Brighton,114A Bay St,2,t,1230000.0,S,Hodges,25/02/2017
1901,Brighton,7 Carpenter St,3,h,2375000.0,S,Buxton,25/02/2017
1903,Brighton,147A Male St,2,t,1037000.0,S,Buxton,25/02/2017
1904,Brighton,119 North Rd,4,h,3050000.0,SP,Buxton,25/02/2017
1907,Brighton,2/71 Roslyn St,4,t,1630000.0,SP,Biggin,25/02/2017
1909,Brighton,59 William St,2,h,1701000.0,S,Buxton,25/02/2017
1910,Brighton,4/95 Wilson St,2,u,760000.0,PI,Hodges,25/02/2017
1911,Brighton,58 Champion St,4,h,2640000.0,S,Hodges,26/07/2016
1912,Brighton,9 Laburnum St,4,h,2900000.0,VB,Buxton,26/07/2016
1913,Brighton,11 Kent Av,4,h,5250000.0,VB,hockingstuart,27/06/2016
1914,Brighton,3/14 Nepean Hwy,2,u,567800.0,SP,hockingstuart,27/06/2016
1915,Brighton,6/30 Boxshall St,2,u,850000.0,PI,Buxton,27/11/2016
1916,Brighton,1/27 Brickwood St,3,h,1550000.0,VB,hockingstuart,27/11/2016
1918,Brighton,3/198 Church St,1,u,671000.0,S,Buxton,27/11/2016
1919,Brighton,686A Hampton St,4,t,2250000.0,SP,Marshall,27/11/2016
1920,Brighton,9 Holmwood Av,3,h,3085000.0,S,Marshall,27/11/2016
1921,Brighton,3A Huntingfield Rd,3,h,2900000.0,S,Nick,27/11/2016
1922,Brighton,6c Lindsay St,3,u,1620000.0,S,Buxton,27/11/2016
1924,Brighton,2 Rothesay Av,4,h,3580000.0,S,Marshall,27/11/2016
1926,Brighton,7 Wilson St,3,h,3550000.0,S,Nick,27/11/2016
1927,Brighton,57 Bay St,4,h,2750000.0,S,Nick,28/05/2016
1928,Brighton,11 Butler St,5,h,3751000.0,S,Marshall,28/05/2016
1930,Brighton,4/5 Collington Av,2,u,821000.0,S,Buxton,28/05/2016
1931,Brighton,3a Cowra St,3,t,1425000.0,S,Hodges,28/05/2016
1933,Brighton,21 Wolseley Gr,4,h,2405000.0,S,RT,28/05/2016
1934,Brighton,23a Chelsea St,3,u,1352500.0,S,hockingstuart,28/08/2016
1935,Brighton,8 Dendy St,3,h,2030000.0,S,Nick,28/08/2016
1936,Brighton,86 Dendy St,5,h,3105000.0,S,Marshall,28/08/2016
1937,Brighton,4/34 Elwood St,3,h,1171000.0,S,Nick,28/08/2016
1938,Brighton,2 Gatehouse Pl,2,t,1400000.0,S,RT,28/08/2016
1939,Brighton,10/392 New St,2,u,940000.0,VB,Hodges,28/08/2016
1941,Brighton,46 Roslyn St,3,h,1600000.0,VB,RT,30/07/2016
1942,Brighton,17 Rusden St,4,h,1500000.0,VB,Hodges,30/07/2016
1944,Brighton,1/55 Wilson St,3,u,920000.0,S,Buxton,30/07/2016
1946,Brighton East,7 Balfour St,4,h,1940000.0,S,hockingstuart,3/09/2016
1948,Brighton East,4 Marriage Rd,4,h,1850000.0,S,Nick,3/09/2016
1949,Brighton East,23 Rogers Av,2,h,1060000.0,S,Nick,3/09/2016
1951,Brighton East,244a South Rd,3,h,930000.0,SP,Marshall,3/09/2016
1952,Brighton East,1 Sunnyside Av,5,h,1952000.0,S,Gary,3/09/2016
1955,Brighton East,57a Baird St,4,t,1525000.0,PI,Marshall,3/12/2016
1956,Brighton East,133A Centre Rd,4,h,1310000.0,PI,hockingstuart,3/12/2016
1958,Brighton East,1/136 Dendy St,3,u,1465000.0,S,RT,3/12/2016
1959,Brighton East,26 Hodder St,2,h,1250000.0,SP,hockingstuart,3/12/2016
1961,Brighton East,14 Milroy St,4,h,2504000.0,S,Marshall,3/12/2016
1962,Brighton East,5/29 Pine St,2,u,700000.0,PI,hockingstuart,3/12/2016
1963,Brighton East,1/383 South Rd,2,u,750000.0,SP,Buxton,3/12/2016
1965,Brighton East,22A Camperdown St,3,t,1302500.0,S,Buxton,4/03/2017
1966,Brighton East,67 Centre Rd,2,h,1445000.0,S,Biggin,4/03/2017
1968,Brighton East,3A Denton St,4,t,1350000.0,PI,Buxton,4/03/2017
1969,Brighton East,10 Eloura Av,4,h,1840000.0,S,hockingstuart,4/03/2017
1973,Brighton East,16a Billson St,2,h,980000.0,S,Hodges,4/06/2016
1976,Brighton East,5 Florence St,4,h,1495000.0,S,Nick,4/06/2016
1978,Brighton East,12 Meyer Ct,4,h,1825000.0,PI,Buxton,4/06/2016
1979,Brighton East,13 Robinson St,5,h,1700000.0,VB,Marshall,4/06/2016
1980,Brighton East,109 Thomas St,5,h,1400000.0,VB,Buxton,4/06/2016
1981,Brighton East,12 Thomas St,3,h,1075000.0,PI,hockingstuart,4/06/2016
1982,Brighton East,60 Baird St,3,h,1860000.0,S,Marshall,6/08/2016
1984,Brighton East,80 Marriage Rd,3,h,1500000.0,S,Nick,6/08/2016
1985,Brighton East,2/10 Vincent St,3,t,870000.0,S,hockingstuart,6/08/2016
1986,Brighton East,16 Alford St,4,h,2000000.0,PI,Buxton,7/05/2016
1987,Brighton East,11 Billson St,3,h,1400000.0,VB,Marshall,7/05/2016
1988,Brighton East,60 Cummins Rd,3,h,1300000.0,VB,Marshall,7/05/2016
1991,Brighton East,15 Hodder St,5,h,1600000.0,PI,RT,7/05/2016
1992,Brighton East,5 Margaret St,2,h,1780000.0,SP,Buxton,7/05/2016
1993,Brighton East,375 South Rd,5,h,1200000.0,VB,hockingstuart,7/05/2016
1994,Brighton East,2/377 South Rd,2,t,770000.0,SP,Buxton,7/05/2016
1995,Brighton East,14a Stone St,4,t,1425000.0,S,Buxton,7/05/2016
1997,Brighton East,16/373 South Rd,2,u,775000.0,S,Buxton,7/11/2016
1998,Brighton East,4 Vincent St,3,h,1480000.0,S,hockingstuart,7/11/2016
