,Rooms,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Price
5305,5,20.0,3194.0,2.0,2.0,720.0,174.0,1975.0,-37.98439000000001,145.06812,6162.0,1485000.0
3316,4,11.2,3127.0,2.0,2.0,867.0,218.0,1950.0,-37.8346,145.1059,5457.0,1930000.0
2971,2,2.6,3121.0,2.0,1.0,0.0,91.0,2013.0,-37.8198,145.005,14949.0,790000.0
5481,3,20.0,3194.0,1.0,2.0,331.0,157.9352,1989.0,-37.97759,145.06482,6162.0,940000.0
4847,2,1.9,3205.0,1.0,1.0,1646.0,52.0,2012.0,-37.83406,144.97131000000005,5943.0,530000.0
3863,4,11.8,3204.0,2.0,1.0,678.0,162.0,1920.0,-37.9065,145.0461,3578.0,1918000.0
652,5,10.7,3187.0,3.0,3.0,669.0,309.0,1970.0,-37.9289,145.0284,6938.0,2050000.0
3891,4,8.2,3012.0,2.0,3.0,390.0,149.0,1950.0,-37.7926,144.8639,5058.0,837000.0
4342,3,9.9,3044.0,2.0,1.0,141.0,94.0,2009.0,-37.7177,144.9328,7485.0,560000.0
5976,4,15.5,3167.0,2.0,2.0,558.0,243.0,2010.0,-37.91917,145.08807,3692.0,1390000.0
3903,3,8.2,3012.0,1.0,1.0,353.0,360.0,1925.0,-37.7915,144.8733,5058.0,756000.0
106,5,11.1,3025.0,3.0,6.0,592.0,251.0,1965.0,-37.8388,144.8567,5132.0,1085000.0
5685,5,8.9,3084.0,3.0,3.0,694.0,210.0,1975.0,-37.73968,145.07973,3540.0,1170000.0
4891,3,9.5,3034.0,1.0,1.0,585.0,30.0,1965.0,-37.75986,144.85886000000005,4502.0,750000.0
2967,4,2.6,3121.0,1.0,0.0,434.0,144.0,1900.0,-37.8185,145.0061,14949.0,1775000.0
1769,2,4.6,3122.0,1.0,1.0,728.0,73.0,1965.0,-37.8177,145.0424,11308.0,657500.0
1850,2,13.0,3166.0,1.0,4.0,575.0,83.0,1950.0,-37.9084,145.0775,3145.0,677500.0
5220,4,23.0,3136.0,1.0,2.0,1717.0,153.0,1950.0,-37.77595,145.28383,2985.0,835000.0
1665,4,12.1,3046.0,2.0,2.0,700.0,168.0,1950.0,-37.7056,144.9384,2606.0,700000.0
4519,2,1.6,3065.0,1.0,2.0,6261.0,117.0,1999.0,-37.799,144.975,5825.0,1350000.0
3742,3,7.5,3123.0,2.0,2.0,431.0,120.0,1950.0,-37.8269,145.0496,6482.0,1865000.0
97,3,13.8,3018.0,2.0,1.0,69.0,141.0,2014.0,-37.868,144.8286,5301.0,730000.0
5046,4,9.5,3034.0,2.0,2.0,344.0,235.0,2004.0,-37.75861,144.86687,4502.0,773000.0
3724,3,12.4,3060.0,6.0,2.0,592.0,103.0,1960.0,-37.712,144.9719,5070.0,751000.0
1895,3,12.8,3033.0,2.0,2.0,288.0,116.0,1999.0,-37.7514,144.8731,5629.0,700000.0
4713,3,10.1,3163.0,2.0,2.0,750.0,132.0,1984.0,-37.90092,145.04924,7822.0,1275000.0
3749,2,7.5,3123.0,1.0,2.0,390.0,102.0,1935.0,-37.8322,145.0486,6482.0,1585000.0
4413,3,6.1,3182.0,1.0,1.0,460.0,140.0,1955.0,-37.8623,144.9772,13240.0,1190000.0
1962,3,4.2,3031.0,2.0,2.0,1181.0,136.0,2003.0,-37.7982,144.9202,5263.0,790000.0
4253,4,5.6,3101.0,2.0,0.0,320.0,186.36,1920.0,-37.8127,145.0451,10331.0,2600000.0
5532,3,10.5,3020.0,1.0,2.0,283.0,104.0,1970.0,-37.79703,144.81228000000004,6763.0,450000.0
6158,3,20.6,3064.0,2.0,3.0,266.0,153.0,2000.0,-37.63544,144.93274,5833.0,460000.0
3097,3,3.3,3141.0,2.0,2.0,0.0,172.0,2005.0,-37.8433,145.0001,14887.0,1400000.0
5151,2,4.6,3181.0,1.0,1.0,136.0,58.0,1892.0,-37.85542,144.99571,4380.0,957500.0
4835,2,2.4,3121.0,1.0,1.0,407.0,66.0,1960.0,-37.82046,144.99398,14949.0,575000.0
2370,3,8.4,3015.0,2.0,2.0,360.0,168.0,2013.0,-37.835,144.8814,5498.0,900000.0
3699,1,1.5,3002.0,1.0,0.0,0.0,46.0,1930.0,-37.8136,144.9892,3040.0,750000.0
4240,4,7.9,3079.0,2.0,1.0,589.0,185.0,1910.0,-37.7671,145.037,5549.0,1650000.0
3222,4,9.7,3041.0,3.0,2.0,650.0,348.0,2001.0,-37.7363,144.9208,3284.0,1715000.0
1424,2,3.5,3068.0,1.0,0.0,107.0,64.0,1910.0,-37.7898,144.9794,6244.0,870000.0
1982,3,5.6,3101.0,1.0,2.0,782.0,175.0,1920.0,-37.8107,145.0219,10331.0,2310000.0
3836,4,12.1,3163.0,3.0,2.0,286.0,160.0,1990.0,-37.8958,145.0696,4442.0,1100000.0
5895,2,10.1,3163.0,1.0,2.0,0.0,86.0,1975.0,-37.88415,145.0514,7822.0,796000.0
726,2,5.2,3056.0,1.0,1.0,161.0,68.0,1910.0,-37.7646,144.9586,11918.0,705000.0
2862,2,11.2,3073.0,1.0,2.0,383.0,103.0,1970.0,-37.7103,145.0037,21650.0,610000.0
478,3,13.9,3165.0,3.0,1.0,391.0,122.0,1950.0,-37.9149,145.0788,10969.0,791000.0
2848,4,11.2,3073.0,2.0,3.0,936.0,262.0,1985.0,-37.7021,145.0178,21650.0,885000.0
1691,3,13.7,3188.0,1.0,3.0,593.0,125.0,1955.0,-37.9399,145.0204,5454.0,1560000.0
3469,3,13.8,3084.0,1.0,2.0,698.0,137.0,1960.0,-37.7343,145.0837,2698.0,870000.0
2346,4,8.4,3015.0,2.0,1.0,458.0,153.0,1930.0,-37.8427,144.879,5498.0,1280000.0
1622,3,13.0,3046.0,2.0,2.0,780.0,180.0,1970.0,-37.6955,144.9389,8870.0,765500.0
5063,5,14.8,3023.0,5.0,4.0,688.0,490.0,2006.0,-37.74281,144.72513,7719.0,1150000.0
5417,3,2.0,3066.0,2.0,0.0,186.0,137.0,1890.0,-37.79557,144.99158,4553.0,1297000.0
1778,3,4.6,3122.0,1.0,1.0,199.0,103.0,1890.0,-37.8172,145.0243,11308.0,1551000.0
411,3,13.0,3204.0,2.0,2.0,690.0,245.0,1970.0,-37.9317,145.0469,6795.0,1328000.0
4162,3,5.8,3078.0,1.0,2.0,574.0,150.0,1925.0,-37.783,145.0165,2970.0,1500000.0
2613,2,3.8,3207.0,1.0,0.0,152.0,71.0,1910.0,-37.8393,144.9386,8648.0,1101000.0
1855,2,7.9,3079.0,1.0,1.0,648.0,91.0,1965.0,-37.7702,145.0493,5549.0,739000.0
1684,2,13.7,3188.0,1.0,1.0,0.0,74.0,1975.0,-37.9419,145.0019,5454.0,587000.0
3937,2,10.4,3163.0,1.0,1.0,1784.0,110.0,1970.0,-37.8966,145.0453,2403.0,640000.0
2109,3,11.2,3145.0,2.0,2.0,700.0,126.0,1920.0,-37.8807,145.0547,8801.0,1915000.0
5459,4,16.0,3190.0,2.0,2.0,680.0,680.0,2006.0,-37.94882,145.03111,4794.0,1820000.0
5669,1,8.5,3044.0,1.0,1.0,0.0,35.0,1970.0,-37.7237,144.92231999999996,7485.0,257500.0
1293,2,7.7,3184.0,1.0,1.0,0.0,65.0,1970.0,-37.8895,144.9902,8989.0,582500.0
764,3,5.9,3055.0,1.0,0.0,275.0,119.0,1935.0,-37.76300000000001,144.9439,7082.0,793000.0
5596,4,7.9,3103.0,2.0,1.0,254.0,172.0,1995.0,-37.81007,145.06792,892.0,1680000.0
2315,4,14.6,3189.0,2.0,2.0,588.0,199.0,2011.0,-37.9395,145.0477,2555.0,1160000.0
3898,4,8.2,3012.0,2.0,1.0,0.0,171.0,1970.0,-37.809,144.8686,5058.0,530000.0
810,4,11.8,3105.0,2.0,1.0,1124.0,225.0,1960.0,-37.7679,145.0958,4480.0,1085000.0
3039,3,2.1,3205.0,2.0,1.0,108.0,125.0,1890.0,-37.8363,144.9509,5943.0,1250000.0
1056,4,7.8,3058.0,2.0,2.0,494.0,300.0,2001.0,-37.7359,144.9711,11204.0,1131000.0
6020,2,4.1,3142.0,1.0,1.0,0.0,84.0,1935.0,-37.83241,145.00705,7217.0,735000.0
5086,3,11.2,3046.0,1.0,2.0,197.0,96.0,2003.0,-37.70489,144.91033000000004,8870.0,512000.0
4884,3,11.0,3018.0,2.0,1.0,284.0,88.0,1988.0,-37.86066,144.82013,5301.0,670000.0
3969,3,9.1,3015.0,1.0,2.0,144.0,92.0,1980.0,-37.8268,144.8675,984.0,508000.0
1209,4,10.3,3084.0,3.0,2.0,723.0,290.0,1950.0,-37.7615,145.0705,1651.0,2050000.0
5331,2,8.5,3044.0,1.0,1.0,0.0,73.0,1960.0,-37.72436,144.94855,7485.0,478000.0
3904,3,8.2,3012.0,1.0,2.0,255.0,148.0,2001.0,-37.8038,144.8679,5058.0,620000.0
3732,4,12.4,3060.0,2.0,3.0,209.0,120.0,1960.0,-37.7172,144.968,5070.0,540000.0
4684,3,4.3,3032.0,3.0,1.0,382.0,218.0,2008.0,-37.77206,144.90397,6567.0,1500000.0
1545,2,9.2,3146.0,1.0,1.0,0.0,63.0,1968.0,-37.8567,145.0435,10412.0,550000.0
5296,3,5.9,3144.0,2.0,0.0,312.0,141.0,1920.0,-37.86162,145.03065,4675.0,1700000.0
4574,1,10.5,3186.0,1.0,1.0,1993.0,46.0,2000.0,-37.88468,144.99722,10579.0,380000.0
2101,3,11.2,3145.0,2.0,2.0,0.0,138.0,2000.0,-37.8782,145.0649,8801.0,922000.0
1904,3,12.8,3033.0,2.0,2.0,112.0,138.0,2013.0,-37.7434,144.881,5629.0,580000.0
525,3,13.1,3128.0,2.0,2.0,458.0,170.0,1950.0,-37.8257,145.1216,4605.0,1715000.0
4503,2,10.9,3012.0,1.0,2.0,780.0,156.0,1950.0,-37.8241,144.8419,962.0,1005000.0
3160,5,6.1,3182.0,3.0,3.0,1294.0,378.0,1884.0,-37.8589,144.9883,13240.0,5046000.0
6180,3,12.9,3043.0,2.0,1.0,238.0,118.0,2011.0,-37.70322,144.88236,3296.0,615500.0
2098,4,11.2,3145.0,2.0,2.0,797.0,180.0,1950.0,-37.8783,145.0869,8801.0,1185000.0
244,2,12.2,3147.0,1.0,1.0,216.0,90.0,2003.0,-37.8711,145.1017,2894.0,690000.0
4104,4,7.8,3124.0,2.0,2.0,742.0,280.0,1997.0,-37.8284,145.0673,8920.0,2990000.0
3780,1,7.5,3123.0,1.0,0.0,917.0,44.0,1970.0,-37.8338,145.0545,6482.0,371000.0
4582,2,8.4,3126.0,2.0,1.0,8140.0,86.5,2015.0,-37.82091,145.06011,3265.0,816000.0
4751,5,7.5,3040.0,3.0,2.0,590.0,223.0,1880.0,-37.75511,144.90935,9264.0,2210000.0
5508,2,19.9,3134.0,1.0,2.0,123.0,95.0,2005.0,-37.82223,145.22503999999995,7785.0,633000.0
1120,3,9.2,3058.0,1.0,2.0,104.0,138.0,2014.0,-37.7307,144.9826,3445.0,625000.0
1924,3,12.8,3033.0,2.0,2.0,928.0,130.0,1970.0,-37.7362,144.8643,5629.0,875000.0
3854,3,12.1,3163.0,2.0,2.0,506.0,169.0,1950.0,-37.902,145.0705,4442.0,1100000.0
4601,3,7.5,3040.0,1.0,1.0,236.0,114.0,2000.0,-37.75403,144.8867,588.0,750000.0
2377,4,11.2,3042.0,3.0,2.0,747.0,242.0,1985.0,-37.7387,144.8827,2291.0,1350000.0
1747,3,4.6,3122.0,3.0,2.0,0.0,145.0,1999.0,-37.8144,145.0153,11308.0,1000000.0
3548,3,5.1,3181.0,1.0,2.0,317.0,112.0,1900.0,-37.856,144.9891,4380.0,1370000.0
1577,3,9.2,3146.0,1.0,2.0,700.0,142.0,1930.0,-37.8553,145.0711,10412.0,2200000.0
1797,3,10.5,3081.0,2.0,2.0,585.0,134.0,1960.0,-37.7358,145.0546,2947.0,909000.0
5756,3,8.9,3084.0,1.0,2.0,598.0,116.0,1955.0,-37.76093,145.056,1651.0,1440000.0
210,4,11.0,3147.0,3.0,2.0,753.0,399.0,2015.0,-37.8669,145.0767,3052.0,2650000.0
1294,2,7.7,3184.0,1.0,1.0,0.0,50.0,1940.0,-37.8831,144.9855,8989.0,570000.0
1613,2,13.0,3046.0,1.0,1.0,0.0,74.0,1970.0,-37.7071,144.9176,8870.0,340000.0
977,1,11.4,3163.0,1.0,1.0,0.0,48.0,1960.0,-37.8887,145.048,7822.0,365000.0
3223,5,9.7,3041.0,3.0,2.0,755.0,365.0,2009.0,-37.7417,144.9133,3284.0,2650000.0
959,1,11.4,3163.0,1.0,1.0,0.0,53.0,1980.0,-37.8894,145.0508,7822.0,350000.0
4012,4,5.9,3032.0,3.0,2.0,0.0,159.0,2011.0,-37.7831,144.9209,6567.0,900000.0
5347,2,21.3,3135.0,1.0,2.0,190.0,70.0,1970.0,-37.80551,145.24589,4407.0,609000.0
153,1,6.3,3143.0,1.0,1.0,0.0,53.0,2013.0,-37.8549,145.0113,4836.0,567000.0
3256,2,12.6,3020.0,2.0,2.0,204.0,85.0,2008.0,-37.7982,144.82299999999995,3755.0,410000.0
2009,4,5.6,3101.0,4.0,2.0,737.0,293.0,1910.0,-37.8042,145.0291,10331.0,2460000.0
3959,2,2.5,3121.0,1.0,1.0,125.0,68.0,1900.0,-37.8258,144.99200000000005,1123.0,930000.0
1975,4,5.6,3101.0,3.0,4.0,992.0,374.0,1935.0,-37.8046,145.0603,10331.0,3550000.0
3077,3,3.3,3141.0,3.0,2.0,191.0,175.0,1890.0,-37.836,144.9824,14887.0,3000000.0
3566,4,15.0,3085.0,2.0,2.0,551.0,150.0,1997.0,-37.7302,145.0883,1369.0,953000.0
3565,3,15.0,3085.0,1.0,1.0,614.0,117.0,1978.0,-37.7305,145.08100000000005,1369.0,742000.0
6181,2,12.9,3043.0,1.0,1.0,0.0,66.32,1980.0,-37.69815,144.88019,3296.0,300000.0
4457,4,8.2,3012.0,2.0,4.0,525.0,188.0,1930.0,-37.7994,144.8763,5058.0,1325000.0
3270,3,13.3,3020.0,1.0,2.0,673.0,673.0,1970.0,-37.7623,144.8272,4217.0,591000.0
2605,2,3.8,3207.0,2.0,1.0,115.0,115.0,2015.0,-37.8351,144.9441,8648.0,1275000.0
337,3,9.2,3104.0,2.0,1.0,347.0,160.0,2011.0,-37.7947,145.1035,7809.0,1265000.0
6092,4,19.6,3076.0,2.0,2.0,571.0,200.0,1997.0,-37.63762,145.03538999999995,10926.0,658000.0
500,3,13.9,3165.0,1.0,3.0,676.0,146.0,1970.0,-37.9307,145.0531,10969.0,1266000.0
1529,2,6.4,3011.0,1.0,1.0,355.0,74.0,1890.0,-37.7931,144.8938,7570.0,745000.0
2733,2,8.8,3072.0,2.0,1.0,415.0,138.0,1925.0,-37.7481,145.0017,14577.0,860000.0
3762,3,7.5,3123.0,2.0,2.0,431.0,120.0,1950.0,-37.8269,145.0496,6482.0,1825000.0
6171,3,31.7,3429.0,2.0,2.0,563.0,150.0,1994.0,-37.57499,144.75329,14092.0,495000.0
6038,3,14.0,3021.0,1.0,3.0,566.0,126.0,1980.0,-37.74306,144.76679,1899.0,555000.0
3448,4,4.6,3142.0,2.0,2.0,684.0,331.0,1963.0,-37.8485,145.0169,7217.0,4000000.0
1026,2,3.4,3068.0,1.0,1.0,140.0,97.0,1910.0,-37.7919,144.9884,2954.0,1209000.0
5819,4,16.7,3168.0,3.0,3.0,727.0,167.0,1970.0,-37.90779000000001,145.15042,902.0,1211000.0
3629,3,7.0,3013.0,2.0,1.0,169.0,150.0,2007.0,-37.8122,144.8965,6543.0,800000.0
2317,4,14.6,3189.0,2.0,2.0,220.0,187.0,2015.0,-37.9387,145.0398,2555.0,1105000.0
5170,3,9.7,3104.0,1.0,1.0,697.0,128.0,1955.0,-37.78483,145.07477,7809.0,1590000.0
2103,1,11.2,3145.0,1.0,1.0,0.0,117.0,1975.0,-37.8769,145.0471,8801.0,350000.0
1927,3,12.8,3033.0,1.0,2.0,616.0,201.0,1970.0,-37.7449,144.8533,5629.0,705000.0
1716,4,13.7,3188.0,3.0,2.0,562.0,228.0,1950.0,-37.9369,145.0163,5454.0,1460000.0
3216,4,9.7,3041.0,2.0,1.0,607.0,224.0,1990.0,-37.7376,144.9154,3284.0,1430000.0
3297,3,13.5,3020.0,1.0,2.0,691.0,170.0,1960.0,-37.7886,144.8138,6763.0,520000.0
3510,3,8.0,3016.0,2.0,2.0,315.0,174.0,1990.0,-37.8595,144.8868,6380.0,1200000.0
784,4,5.9,3055.0,1.0,1.0,575.0,165.0,1930.0,-37.7575,144.9402,7082.0,921500.0
2855,3,11.2,3073.0,1.0,1.0,826.0,101.0,1960.0,-37.7013,145.0244,21650.0,851000.0
464,4,13.9,3165.0,2.0,1.0,274.0,190.0,2004.0,-37.9257,145.0735,10969.0,1100000.0
2074,3,7.4,3144.0,1.0,3.0,696.0,128.0,1910.0,-37.8462,145.0386,4675.0,2415000.0
1004,2,9.3,3162.0,2.0,1.0,255.0,85.0,1890.0,-37.8887,145.0207,5051.0,1001000.0
4407,2,6.1,3182.0,2.0,1.0,2920.0,84.0,2006.0,-37.8709,144.9807,13240.0,610500.0
1493,3,6.4,3011.0,1.0,1.0,451.0,130.0,1910.0,-37.8023,144.8915,7570.0,932000.0
3837,3,12.1,3163.0,2.0,2.0,302.0,172.0,2000.0,-37.9043,145.0622,4442.0,1160000.0
3096,2,3.3,3141.0,2.0,1.0,0.0,92.0,2002.0,-37.8361,144.9966,14887.0,840000.0
3579,2,7.0,3013.0,1.0,1.0,0.0,2.0,1980.0,-37.8113,144.8955,6543.0,650000.0
4334,3,2.6,3052.0,2.0,1.0,180.0,120.0,1890.0,-37.7961,144.9538,2309.0,2790000.0
563,3,10.8,3019.0,2.0,1.0,566.0,78.0,1970.0,-37.7844,144.8523,3589.0,565000.0
5165,2,7.9,3103.0,1.0,1.0,136.0,76.0,1975.0,-37.80626,145.08776,5682.0,725000.0
5947,3,14.0,3047.0,1.0,3.0,588.0,92.0,1960.0,-37.68306,144.90928,851.0,528000.0
5606,4,7.5,3040.0,2.0,3.0,951.0,238.0,1930.0,-37.74997000000001,144.90752,9264.0,2165000.0
546,2,10.8,3019.0,1.0,1.0,566.0,75.0,1950.0,-37.7839,144.8524,3589.0,645000.0
3827,2,7.8,3012.0,1.0,1.0,117.0,74.0,2008.0,-37.8083,144.8775,1808.0,440000.0
5998,2,2.7,3141.0,2.0,0.0,0.0,63.0,2014.0,-37.83863,144.99379,14887.0,460000.0
4616,3,45.2,3777.0,2.0,4.0,724.0,156.6,2009.0,-37.64685,145.52635,3307.0,650000.0
1738,2,4.6,3122.0,1.0,2.0,0.0,88.0,1960.0,-37.8186,145.017,11308.0,753000.0
1510,4,6.4,3011.0,2.0,2.0,0.0,126.0,2015.0,-37.7905,144.8882,7570.0,699000.0
3618,2,7.0,3013.0,1.0,0.0,128.0,80.0,1920.0,-37.8179,144.8908,6543.0,767000.0
3170,2,6.1,3182.0,2.0,1.0,0.0,70.0,2000.0,-37.8709,144.9807,13240.0,570000.0
1971,2,4.2,3031.0,1.0,1.0,0.0,86.0,2000.0,-37.7897,144.9228,5263.0,410000.0
5308,2,17.2,3132.0,1.0,4.0,446.0,82.0,1975.0,-37.81906,145.21253000000004,6871.0,655000.0
612,1,11.2,3186.0,1.0,1.0,70.0,74.0,1980.0,-37.9194,145.0003,10579.0,671000.0
3092,1,3.3,3141.0,1.0,1.0,0.0,37.0,1970.0,-37.8319,144.9876,14887.0,310000.0
4513,3,7.7,3184.0,2.0,1.0,362.0,138.0,1900.0,-37.8772,144.9904,8989.0,1520000.0
2876,3,2.6,3121.0,1.0,1.0,199.0,105.0,1900.0,-37.8193,144.9993,14949.0,1010000.0
2254,4,6.9,3039.0,1.0,1.0,549.0,192.0,1930.0,-37.7696,144.929,6232.0,1322000.0
2014,2,5.6,3101.0,1.0,1.0,124.0,86.0,1992.0,-37.7938,145.0321,10331.0,707500.0
2332,2,8.4,3015.0,1.0,1.0,402.0,94.0,1920.0,-37.8446,144.8796,5498.0,962000.0
47,3,13.5,3042.0,1.0,1.0,579.0,113.0,1975.0,-37.7226,144.8733,3464.0,685000.0
3571,3,15.0,3085.0,1.0,1.0,687.0,122.0,1978.0,-37.7303,145.0823,1369.0,721000.0
559,3,10.8,3019.0,1.0,1.0,658.0,105.0,1960.0,-37.7905,144.8485,3589.0,765000.0
4090,5,11.8,3105.0,4.0,4.0,564.0,185.0,1955.0,-37.7735,145.0936,4480.0,1730000.0
325,5,9.7,3103.0,2.0,2.0,981.0,260.0,1960.0,-37.8058,145.0627,5682.0,2450000.0
5764,3,7.5,3040.0,2.0,1.0,585.0,198.0,1950.0,-37.75374,144.88932,588.0,1410000.0
3492,1,1.9,3003.0,1.0,1.0,0.0,52.0,2000.0,-37.8076,144.9456,2230.0,460000.0
993,1,9.3,3162.0,1.0,1.0,0.0,44.0,1960.0,-37.8961,145.0132,5051.0,275500.0
753,2,5.2,3056.0,1.0,2.0,246.0,103.0,1910.0,-37.775,144.9536,11918.0,945000.0
1603,3,13.0,3046.0,2.0,2.0,224.0,3.0,1950.0,-37.702,144.9507,8870.0,460000.0
4778,3,18.0,3037.0,2.0,1.0,453.0,153.0,1997.0,-37.68811,144.74999,5556.0,485000.0
3614,4,7.0,3013.0,1.0,3.0,411.0,96.0,1910.0,-37.8117,144.8873,6543.0,1158000.0
670,2,5.2,3056.0,1.0,0.0,225.0,108.0,1905.0,-37.7676,144.9665,11918.0,1026000.0
5902,2,2.0,3066.0,1.0,0.0,0.0,94.0,1890.0,-37.79589,144.98863,4553.0,1080000.0
4261,3,7.8,3012.0,1.0,3.0,555.0,168.0,1940.0,-37.8083,144.8754,1808.0,860000.0
308,4,9.7,3103.0,2.0,4.0,935.0,241.0,1927.0,-37.8157,145.0795,5682.0,3270000.0
4936,2,7.2,3184.0,1.0,1.0,0.0,74.0,1960.0,-37.88042,144.9818,8989.0,543000.0
927,2,11.4,3163.0,1.0,2.0,0.0,100.0,1973.0,-37.8863,145.066,7822.0,772000.0
3511,3,8.0,3016.0,1.0,2.0,373.0,107.0,1970.0,-37.8661,144.8973,6380.0,1460000.0
2622,3,3.8,3207.0,1.0,0.0,108.0,106.0,1900.0,-37.8332,144.945,8648.0,1402000.0
2328,1,8.4,3015.0,1.0,1.0,0.0,50.0,2005.0,-37.8413,144.8741,5498.0,335000.0
2591,3,3.8,3207.0,2.0,0.0,250.0,280.0,1863.0,-37.8381,144.9391,8648.0,2200000.0
1559,3,9.2,3146.0,1.0,2.0,504.0,142.0,1920.0,-37.8541,145.0544,10412.0,1456000.0
1674,2,12.1,3046.0,3.0,1.0,580.0,103.0,1950.0,-37.7098,144.9424,2606.0,722000.0
4464,2,8.0,3016.0,1.0,1.0,0.0,78.0,1974.0,-37.8536,144.8981,6380.0,543000.0
2818,3,11.2,3073.0,1.0,2.0,464.0,125.0,1920.0,-37.7245,145.004,21650.0,780000.0
2804,2,11.2,3073.0,1.0,1.0,931.0,121.0,1970.0,-37.7033,145.0169,21650.0,836000.0
2214,2,11.8,3127.0,2.0,2.0,0.0,80.0,2003.0,-37.8161,145.1098,2079.0,750000.0
771,2,5.9,3055.0,1.0,1.0,0.0,62.0,1970.0,-37.7676,144.9394,7082.0,380000.0
3692,2,1.8,3053.0,1.0,1.0,144.0,81.0,1890.0,-37.7984,144.9738,6786.0,1170000.0
5782,3,5.3,3122.0,2.0,1.0,109.0,109.5,1999.0,-37.81442,145.01531,11308.0,1100000.0
2185,2,2.8,3000.0,1.0,1.0,0.0,80.0,2004.0,-37.8106,144.9646,17496.0,665000.0
6009,3,18.4,3029.0,2.0,2.0,400.0,153.0,2009.0,-37.83353,144.67324,10160.0,530000.0
1119,2,9.2,3058.0,1.0,2.0,563.0,116.0,1925.0,-37.723,144.96,3445.0,765000.0
4156,1,8.0,3040.0,1.0,1.0,845.0,45.0,1977.0,-37.7469,144.9206,9264.0,310000.0
2587,3,9.9,3044.0,1.0,1.0,534.0,100.0,1950.0,-37.7215,144.951,7485.0,599000.0
3243,4,12.6,3020.0,1.0,1.0,603.0,106.0,1950.0,-37.7945,144.8267,3755.0,670000.0
6191,2,4.6,3181.0,1.0,1.0,0.0,61.6,2012.0,-37.85581,144.99025,4380.0,560000.0
2625,3,3.8,3207.0,1.0,0.0,184.0,100.0,1905.0,-37.8348,144.9443,8648.0,1384000.0
5095,3,5.3,3122.0,2.0,1.0,362.0,188.0,1890.0,-37.82866,145.04259,11308.0,2370000.0
920,3,11.4,3163.0,1.0,2.0,0.0,96.0,1989.0,-37.897,145.0623,7822.0,820000.0
796,2,5.9,3055.0,1.0,1.0,0.0,84.0,1977.0,-37.7647,144.9412,7082.0,497000.0
3477,3,14.9,3087.0,2.0,2.0,280.0,163.0,2002.0,-37.7153,145.0854,2329.0,671000.0
4399,3,2.1,3205.0,1.0,1.0,204.0,105.0,1910.0,-37.8365,144.9497,5943.0,1820000.0
5916,3,7.2,3185.0,2.0,2.0,458.0,165.0,1900.0,-37.88148,145.00538999999995,4898.0,1975000.0
436,3,13.9,3165.0,2.0,2.0,384.0,120.0,1999.0,-37.9229,145.0557,10969.0,1025000.0
5735,4,5.2,3056.0,2.0,1.0,372.0,184.0,1920.0,-37.76166,144.95065,11918.0,1350000.0
1043,3,7.8,3058.0,1.0,1.0,233.0,180.0,1890.0,-37.7549,144.9611,11204.0,1370000.0
2295,4,14.6,3189.0,2.0,1.0,696.0,214.0,1955.0,-37.9398,145.0554,2555.0,1200000.0
1266,2,7.7,3184.0,1.0,0.0,483.0,57.0,1950.0,-37.874,144.9835,8989.0,575000.0
4575,4,10.3,3187.0,3.0,2.0,345.0,239.0,2001.0,-37.91503,145.00888,6938.0,1731000.0
1920,4,12.8,3033.0,2.0,2.0,686.0,198.0,1995.0,-37.7394,144.8628,5629.0,830000.0
2653,1,4.5,3181.0,1.0,1.0,0.0,51.0,1970.0,-37.8595,145.0076,7717.0,330000.0
3386,1,6.5,3071.0,1.0,1.0,0.0,40.0,1970.0,-37.7544,145.0092,8870.0,365000.0
3718,3,12.4,3060.0,2.0,4.0,587.0,153.0,1970.0,-37.6996,144.9605,5070.0,681000.0
319,2,9.7,3103.0,1.0,1.0,0.0,150.0,1960.0,-37.8147,145.084,5682.0,650000.0
516,4,13.9,3165.0,2.0,3.0,625.0,198.0,1997.0,-37.9374,145.0726,10969.0,1015000.0
4045,3,11.2,3186.0,2.0,4.0,0.0,145.0,1970.0,-37.928,145.0002,10579.0,2100000.0
3616,3,7.0,3013.0,1.0,1.0,448.0,104.0,1940.0,-37.8171,144.8753,6543.0,1081000.0
2274,3,6.9,3039.0,2.0,3.0,596.0,203.0,1950.0,-37.7609,144.905,6232.0,1725000.0
4769,5,5.3,3122.0,2.0,5.0,820.0,300.0,1971.0,-37.83031,145.02973,11308.0,5510000.0
197,2,5.9,3032.0,1.0,1.0,1957.0,69.0,2012.0,-37.7731,144.9074,6567.0,390000.0
1130,5,9.2,3058.0,3.0,2.0,425.0,37.0,2014.0,-37.7302,144.9816,3445.0,1172000.0
89,3,13.8,3018.0,1.0,2.0,311.0,94.0,1955.0,-37.8702,144.8143,5301.0,630000.0
3971,2,9.1,3015.0,1.0,1.0,126.0,83.0,1975.0,-37.8315,144.8693,984.0,506000.0
1455,3,4.4,3031.0,1.0,0.0,294.0,140.0,1900.0,-37.7856,144.9292,3593.0,1130000.0
2529,4,9.9,3044.0,1.0,1.0,733.0,159.0,1960.0,-37.7194,144.9307,7485.0,975000.0
5798,2,4.3,3032.0,1.0,2.0,0.0,93.0,2003.0,-37.77117,144.88041,4918.0,440000.0
4438,3,6.5,3071.0,1.0,2.0,463.0,131.0,1930.0,-37.7593,144.9885,8870.0,1195000.0
