,Rooms,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Propertycount,Price
5690,1,2.7,3141.0,1.0,1.0,0.0,50.0,1960.0,-37.8446,145.00018,14887.0,410000.0
2672,3,4.5,3181.0,2.0,1.0,273.0,125.0,1890.0,-37.8544,145.0038,7717.0,1811000.0
2210,3,4.1,3206.0,2.0,1.0,151.0,165.0,1880.0,-37.847,144.9594,2019.0,1500000.0
3586,3,7.0,3013.0,3.0,2.0,197.0,109.0,2013.0,-37.8197,144.8875,6543.0,910000.0
1286,1,7.7,3184.0,1.0,1.0,644.0,47.0,1960.0,-37.8798,144.994,8989.0,390000.0
3189,2,6.1,3182.0,1.0,0.0,201.0,83.0,1915.0,-37.8654,144.9809,13240.0,1200500.0
118,3,11.1,3025.0,1.0,1.0,531.0,157.0,1960.0,-37.8277,144.8385,5132.0,728500.0
2740,4,8.8,3072.0,1.0,2.0,400.0,117.0,1890.0,-37.7346,145.0164,14577.0,870000.0
5165,2,7.9,3103.0,1.0,1.0,136.0,76.0,1975.0,-37.80626,145.08776,5682.0,725000.0
147,2,6.3,3143.0,1.0,1.0,0.0,76.0,1970.0,-37.8618,145.0183,4836.0,520000.0
2105,4,11.2,3145.0,3.0,2.0,412.0,254.0,1930.0,-37.8707,145.0482,8801.0,2123000.0
770,7,5.9,3055.0,3.0,1.0,447.0,287.0,1982.0,-37.7634,144.9403,7082.0,1205000.0
2951,3,2.6,3121.0,2.0,2.0,171.0,118.0,1890.0,-37.8166,144.9987,14949.0,1320000.0
5130,5,8.4,3072.0,3.0,4.0,525.0,266.76,2014.0,-37.75017,145.01203999999996,14577.0,1350000.0
2867,2,2.6,3121.0,1.0,2.0,0.0,85.0,1997.0,-37.8164,145.0136,14949.0,795250.0
2562,3,9.9,3044.0,2.0,2.0,540.0,146.0,1999.0,-37.7174,144.941,7485.0,750000.0
5695,3,10.5,3020.0,2.0,1.0,485.0,130.0,1950.0,-37.78703,144.84569,3755.0,700000.0
616,3,11.2,3186.0,2.0,1.0,280.0,110.0,1993.0,-37.91,144.989,10579.0,1352500.0
1278,2,7.7,3184.0,2.0,1.0,0.0,104.0,1923.0,-37.8744,144.9888,8989.0,1122000.0
973,2,11.4,3163.0,1.0,1.0,99.0,98.0,1965.0,-37.8946,145.0588,7822.0,632500.0
3864,3,11.8,3204.0,1.0,1.0,265.0,91.0,1990.0,-37.906,145.04,3578.0,900000.0
5287,2,5.4,3101.0,1.0,3.0,193.0,107.0,1995.0,-37.79438,145.03368999999995,10331.0,825000.0
5332,2,3.5,3207.0,1.0,0.0,181.0,105.0,1880.0,-37.83661,144.93358999999995,8648.0,1335000.0
5657,4,31.7,3337.0,2.0,2.0,935.0,210.0,2005.0,-37.68503,144.54237,6065.0,600000.0
3188,2,6.1,3182.0,1.0,1.0,0.0,70.0,1930.0,-37.8614,144.9793,13240.0,535000.0
2390,2,2.3,3051.0,1.0,1.0,0.0,64.0,1970.0,-37.7936,144.9426,6821.0,726000.0
4386,3,2.6,3121.0,1.0,0.0,240.0,115.0,1958.0,-37.8221,144.9964,14949.0,1785000.0
3574,3,7.0,3013.0,1.0,0.0,191.0,105.0,1910.0,-37.8175,144.8879,6543.0,1165000.0
4246,3,12.8,3033.0,2.0,2.0,700.0,126.0,1980.0,-37.7322,144.8722,5629.0,835000.0
3566,4,15.0,3085.0,2.0,2.0,551.0,150.0,1997.0,-37.7302,145.0883,1369.0,953000.0
5167,2,7.9,3103.0,2.0,1.0,0.0,101.76,2007.0,-37.81192,145.07506,5682.0,830000.0
472,5,13.9,3165.0,2.0,2.0,659.0,315.0,1930.0,-37.906,145.0547,10969.0,1600000.0
1763,3,4.6,3122.0,1.0,1.0,0.0,75.0,1970.0,-37.8153,145.02100000000004,11308.0,630000.0
5070,4,6.7,3058.0,2.0,2.0,441.0,255.0,2002.0,-37.73572,144.97256000000004,11204.0,1020000.0
929,3,11.4,3163.0,2.0,1.0,0.0,107.0,1990.0,-37.8972,145.0642,7822.0,675000.0
6051,2,10.5,3186.0,1.0,1.0,100.0,110.0,1960.0,-37.89569,144.99881000000005,10579.0,845000.0
1930,3,12.8,3033.0,2.0,4.0,598.0,123.0,1970.0,-37.7487,144.8526,5629.0,715000.0
469,4,13.9,3165.0,1.0,2.0,610.0,160.0,1950.0,-37.9193,145.0691,10969.0,1035000.0
310,4,9.7,3103.0,3.0,2.0,674.0,336.0,1997.0,-37.8068,145.0786,5682.0,2730000.0
5129,3,8.4,3072.0,2.0,3.0,468.0,135.5,1940.0,-37.75335,145.01641999999995,14577.0,1242000.0
4987,3,6.2,3039.0,2.0,2.0,596.0,203.0,1950.0,-37.76086,144.90497,6232.0,1850000.0
2862,2,11.2,3073.0,1.0,2.0,383.0,103.0,1970.0,-37.7103,145.0037,21650.0,610000.0
1537,3,9.2,3146.0,2.0,2.0,217.0,163.0,2006.0,-37.8639,145.0641,10412.0,1425000.0
49,2,3.3,3206.0,1.0,0.0,120.0,82.0,1900.0,-37.8459,144.9555,3280.0,1275000.0
3918,2,8.2,3012.0,1.0,1.0,781.0,82.0,2013.0,-37.8079,144.8684,5058.0,420000.0
2438,1,5.5,3070.0,1.0,0.0,0.0,41.0,1970.0,-37.7827,144.9999,11364.0,385000.0
1993,2,5.6,3101.0,1.0,1.0,0.0,80.0,1975.0,-37.805,145.0294,10331.0,590000.0
2288,3,14.6,3189.0,2.0,2.0,784.0,160.0,1960.0,-37.9368,145.0568,2555.0,1090000.0
2766,2,11.2,3073.0,1.0,1.0,171.0,94.0,2009.0,-37.711,145.0027,21650.0,405000.0
1251,2,7.7,3184.0,1.0,1.0,0.0,79.0,1970.0,-37.8752,144.9911,8989.0,507000.0
5351,2,5.1,3011.0,1.0,1.0,152.0,91.0,1910.0,-37.80697,144.8928,2417.0,830000.0
589,2,11.2,3186.0,1.0,0.0,352.0,111.0,1920.0,-37.9154,145.001,10579.0,1570000.0
3517,3,8.0,3016.0,2.0,1.0,364.0,93.0,1970.0,-37.8513,144.8961,6380.0,1470000.0
1518,3,6.4,3011.0,1.0,1.0,211.0,94.0,1910.0,-37.8059,144.901,7570.0,740000.0
1417,2,1.6,3065.0,1.0,1.0,0.0,74.0,1900.0,-37.7967,144.9836,5825.0,715000.0
859,3,7.8,3124.0,1.0,1.0,427.0,115.0,1938.0,-37.8367,145.0934,8920.0,1302000.0
5899,3,17.9,3192.0,1.0,2.0,539.0,169.0,1970.0,-37.97223,145.07895,9758.0,1050000.0
1239,3,8.5,3185.0,2.0,2.0,517.0,207.0,1900.0,-37.8813,145.0063,4898.0,1750000.0
1740,3,4.6,3122.0,1.0,0.0,218.0,108.0,1890.0,-37.8214,145.0437,11308.0,1420000.0
638,4,10.7,3187.0,3.0,4.0,708.0,275.0,1950.0,-37.9299,145.015,6938.0,1700000.0
5634,4,8.8,3081.0,2.0,4.0,596.0,120.0,1930.0,-37.75008,145.05051,2947.0,1645000.0
4736,4,12.4,3108.0,4.0,2.0,1072.0,328.0,1960.0,-37.79094,145.12733,9028.0,2600000.0
1143,3,1.6,3066.0,2.0,1.0,0.0,190.0,2013.0,-37.8032,144.9842,4553.0,1326000.0
344,4,9.2,3104.0,2.0,2.0,662.0,330.0,1965.0,-37.798,145.1007,7809.0,1572000.0
370,4,9.2,3104.0,2.0,2.0,1010.0,250.0,1950.0,-37.7982,145.0903,7809.0,2205000.0
3551,2,5.1,3181.0,1.0,1.0,0.0,71.0,1970.0,-37.8555,145.0018,4380.0,380000.0
219,3,11.0,3147.0,1.0,3.0,780.0,152.0,1940.0,-37.8599,145.0815,3052.0,1655000.0
2936,3,2.6,3121.0,2.0,1.0,157.0,141.0,1900.0,-37.8225,145.0029,14949.0,1456000.0
1556,3,9.2,3146.0,1.0,3.0,650.0,136.0,1930.0,-37.8571,145.0766,10412.0,1820000.0
786,2,5.9,3055.0,1.0,1.0,0.0,65.0,1970.0,-37.7606,144.9443,7082.0,370000.0
6106,3,11.2,3046.0,1.0,1.0,422.0,104.0,1960.0,-37.70425,144.93164,8870.0,680000.0
3492,1,1.9,3003.0,1.0,1.0,0.0,52.0,2000.0,-37.8076,144.9456,2230.0,460000.0
2419,2,2.3,3051.0,1.0,1.0,111.0,73.0,1880.0,-37.8044,144.9481,6821.0,885000.0
3973,2,9.1,3015.0,1.0,1.0,228.0,100.0,2000.0,-37.8317,144.8713,984.0,611000.0
5611,3,3.4,3031.0,1.0,1.0,293.0,104.0,1900.0,-37.78446,144.92797,3593.0,1220000.0
4273,4,11.2,3145.0,3.0,2.0,380.0,160.0,2008.0,-37.8792,145.0869,8801.0,1715157.0
1271,3,7.7,3184.0,1.0,1.0,0.0,100.0,1960.0,-37.8726,144.9846,8989.0,780000.0
3228,3,12.6,3020.0,1.0,0.0,486.0,115.0,1943.0,-37.7886,144.8438,3755.0,780000.0
1071,4,7.8,3058.0,3.0,1.0,420.0,146.0,1920.0,-37.7501,144.96200000000005,11204.0,1136000.0
1129,3,9.2,3058.0,2.0,3.0,472.0,134.0,1970.0,-37.734,144.9728,3445.0,860000.0
3744,3,7.5,3123.0,2.0,2.0,466.0,176.0,1915.0,-37.8305,145.0475,6482.0,1450000.0
3625,3,7.0,3013.0,2.0,2.0,235.0,144.0,1910.0,-37.815,144.8928,6543.0,1380000.0
1976,2,5.6,3101.0,1.0,2.0,405.0,80.0,1890.0,-37.8012,145.0361,10331.0,1326000.0
5291,4,23.3,3180.0,2.0,2.0,900.0,281.0,1994.0,-37.87695,145.2547,2949.0,1218000.0
3231,3,12.6,3020.0,1.0,1.0,513.0,116.0,1955.0,-37.7796,144.8372,3755.0,657500.0
5227,6,27.0,3196.0,4.0,4.0,840.0,547.0,2011.0,-38.03548,145.11763,2546.0,1850000.0
4058,3,5.2,3056.0,1.0,0.0,282.0,112.0,1900.0,-37.7674,144.966,11918.0,1210000.0
4632,3,6.4,3012.0,2.0,2.0,262.0,153.0,2004.0,-37.78284,144.88098,3873.0,895000.0
1147,3,1.6,3066.0,2.0,1.0,82.0,82.0,1995.0,-37.7961,144.9873,4553.0,897500.0
1811,2,10.5,3081.0,1.0,2.0,586.0,80.0,1955.0,-37.7435,145.0486,2947.0,590000.0
2008,2,5.6,3101.0,1.0,2.0,0.0,86.0,1992.0,-37.7925,145.0263,10331.0,551000.0
5840,4,35.4,3198.0,2.0,3.0,542.0,170.0,1970.0,-38.11161,145.15011,8077.0,768000.0
1208,2,10.3,3084.0,1.0,1.0,79.0,70.0,1970.0,-37.7612,145.0663,1651.0,525000.0
4211,2,13.7,3188.0,2.0,1.0,516.0,92.0,2007.0,-37.9365,145.0008,5454.0,837000.0
3203,2,6.1,3182.0,1.0,2.0,1458.0,141.0,1920.0,-37.8695,144.9763,13240.0,1100000.0
5818,3,5.3,3070.0,2.0,0.0,258.0,124.0,1920.0,-37.76788,144.98621,11364.0,1307500.0
1815,3,10.5,3081.0,1.0,1.0,596.0,99.0,1960.0,-37.7432,145.0479,2947.0,631000.0
3523,4,8.0,3016.0,2.0,2.0,466.0,160.0,1930.0,-37.8621,144.8872,6380.0,1805000.0
2961,1,2.6,3121.0,1.0,1.0,0.0,60.0,2008.0,-37.822,145.0104,14949.0,410000.0
2382,3,11.2,3042.0,2.0,2.0,374.0,180.0,1990.0,-37.7445,144.8834,2291.0,840000.0
3677,3,4.5,3057.0,1.0,2.0,308.0,113.0,1930.0,-37.7713,144.9744,5533.0,1335000.0
1652,4,13.6,3043.0,2.0,2.0,453.0,213.0,2007.0,-37.7016,144.8974,1071.0,709000.0
4675,3,8.9,3084.0,2.0,2.0,331.0,166.0,2001.0,-37.73298,145.08893999999995,2698.0,905000.0
1705,5,13.7,3188.0,2.0,2.0,830.0,204.0,1901.0,-37.9386,145.006,5454.0,3075000.0
917,1,3.2,3054.0,1.0,1.0,0.0,56.0,1970.0,-37.7798,144.9707,3106.0,437000.0
4889,4,10.2,3147.0,3.0,3.0,726.0,194.0,1958.0,-37.85842,145.10288,2894.0,1680000.0
1372,3,8.0,3040.0,1.0,2.0,0.0,700.0,1915.0,-37.7566,144.9155,9264.0,1100000.0
3199,2,6.1,3182.0,2.0,2.0,0.0,104.0,2000.0,-37.859,144.9767,13240.0,500000.0
2836,2,11.2,3073.0,1.0,1.0,0.0,55.0,2014.0,-37.7112,144.9989,21650.0,300000.0
1482,2,6.4,3011.0,1.0,0.0,215.0,98.0,1910.0,-37.7922,144.891,7570.0,752000.0
1154,3,1.6,3066.0,2.0,1.0,81.0,82.0,2000.0,-37.7961,144.9874,4553.0,887500.0
2987,3,11.4,3084.0,1.0,2.0,927.0,141.0,1960.0,-37.7342,145.0658,3540.0,1020000.0
6006,3,10.5,3020.0,2.0,1.0,358.0,27.0,1999.0,-37.79573,144.79311,6763.0,615000.0
765,2,5.9,3055.0,1.0,1.0,73.0,64.0,1960.0,-37.7528,144.9368,7082.0,400000.0
2314,4,14.6,3189.0,1.0,2.0,688.0,161.0,1950.0,-37.9411,145.043,2555.0,1035000.0
6025,3,14.5,3087.0,1.0,2.0,600.0,115.0,1974.0,-37.69872,145.08743,1442.0,710000.0
3981,5,12.7,3018.0,3.0,6.0,705.0,313.0,2005.0,-37.864,144.8437,852.0,1415000.0
5768,2,5.1,3011.0,1.0,1.0,0.0,73.0,1970.0,-37.79711,144.88825,7570.0,395000.0
3980,5,9.3,3145.0,2.0,1.0,521.0,208.0,1915.0,-37.8868,145.0462,608.0,1335000.0
1707,5,13.7,3188.0,4.0,2.0,1000.0,324.0,1950.0,-37.9332,145.0226,5454.0,2600000.0
847,2,7.8,3124.0,1.0,1.0,137.0,87.0,1970.0,-37.8459,145.088,8920.0,729000.0
4387,2,2.6,3121.0,1.0,1.0,7455.0,65.0,2008.0,-37.822,145.0104,14949.0,560000.0
1487,2,6.4,3011.0,1.0,1.0,0.0,65.0,1980.0,-37.7891,144.8912,7570.0,281000.0
4432,3,11.2,3127.0,2.0,2.0,347.0,195.0,2013.0,-37.8323,145.105,5457.0,1525000.0
1120,3,9.2,3058.0,1.0,2.0,104.0,138.0,2014.0,-37.7307,144.9826,3445.0,625000.0
693,2,5.2,3056.0,1.0,1.0,114.0,65.0,1970.0,-37.758,144.9667,11918.0,587000.0
2805,2,11.2,3073.0,1.0,2.0,132.0,83.0,1980.0,-37.709,145.0219,21650.0,440000.0
1297,4,7.7,3184.0,3.0,2.0,348.0,218.0,1900.0,-37.8748,144.9778,8989.0,2200000.0
2536,2,9.9,3044.0,1.0,1.0,113.0,94.0,1988.0,-37.7269,144.9274,7485.0,480000.0
1833,2,13.0,3166.0,1.0,1.0,732.0,97.0,1950.0,-37.8931,145.0791,3145.0,1550000.0
3404,2,6.5,3071.0,1.0,1.0,0.0,52.0,1970.0,-37.7526,145.0023,8870.0,450000.0
2594,4,3.8,3207.0,3.0,1.0,323.0,237.0,1935.0,-37.8371,144.921,8648.0,1915000.0
895,4,9.0,3126.0,1.0,1.0,717.0,235.0,1890.0,-37.8266,145.0849,3265.0,2620000.0
4390,3,2.6,3121.0,2.0,7.0,230.0,204.0,2011.0,-37.8213,144.9948,14949.0,3000000.0
1010,3,13.6,3148.0,2.0,2.0,277.0,143.0,2010.0,-37.8796,145.1044,3582.0,865000.0
5534,3,12.4,3107.0,2.0,2.0,706.0,184.0,1970.0,-37.77185,145.12509,5420.0,1138000.0
4653,3,12.0,3073.0,1.0,4.0,614.0,120.0,1960.0,-37.71562,145.02175,21650.0,840000.0
3797,3,10.6,3084.0,3.0,2.0,649.0,357.0,2017.0,-37.7501,145.0822,2890.0,1030000.0
1765,3,4.6,3122.0,2.0,2.0,0.0,88.0,2014.0,-37.8268,145.0344,11308.0,840000.0
5039,3,8.9,3084.0,2.0,2.0,541.0,540.0,1960.0,-37.73136,145.09562,2698.0,940000.0
907,4,9.0,3126.0,2.0,2.0,796.0,276.0,2012.0,-37.8266,145.072,3265.0,3145000.0
1364,2,8.0,3040.0,1.0,1.0,170.0,88.0,1994.0,-37.7475,144.8959,9264.0,645000.0
2275,2,6.9,3039.0,1.0,1.0,166.0,81.0,1965.0,-37.7624,144.9365,6232.0,600000.0
3233,3,12.6,3020.0,2.0,1.0,119.0,110.0,2009.0,-37.7939,144.8261,3755.0,460000.0
4647,2,11.4,3204.0,1.0,1.0,0.0,88.0,1970.0,-37.90286,145.04772,3578.0,562000.0
5843,2,2.7,3141.0,1.0,1.0,0.0,73.0,2005.0,-37.83613,144.99661,14887.0,666000.0
4716,2,31.2,3197.0,1.0,1.0,199.0,84.0,1970.0,-38.07938,145.13227,1989.0,529000.0
3793,2,10.6,3084.0,1.0,1.0,110.0,88.0,2010.0,-37.7489,145.07,2890.0,690000.0
2838,3,11.2,3073.0,1.0,2.0,521.0,100.0,2010.0,-37.7097,144.9912,21650.0,475000.0
2901,2,2.6,3121.0,1.0,1.0,117.0,75.0,1900.0,-37.812,144.9939,14949.0,990000.0
5476,3,17.4,3048.0,1.0,1.0,702.0,96.0,1970.0,-37.66059,144.92006,4704.0,450000.0
4885,3,11.0,3018.0,2.0,2.0,200.0,139.0,2007.0,-37.86837,144.81502,5301.0,765000.0
3621,3,7.0,3013.0,1.0,2.0,229.0,128.0,1910.0,-37.8172,144.8919,6543.0,1275000.0
3388,2,6.5,3071.0,1.0,1.0,185.0,78.0,1900.0,-37.76300000000001,145.0025,8870.0,944000.0
2915,2,2.6,3121.0,1.0,2.0,0.0,69.0,2000.0,-37.8173,144.9965,14949.0,640000.0
471,4,13.9,3165.0,2.0,2.0,296.0,205.0,2006.0,-37.9197,145.05700000000004,10969.0,1005000.0
622,4,10.7,3187.0,3.0,2.0,618.0,213.0,2008.0,-37.9162,145.0219,6938.0,1310000.0
3209,4,9.7,3041.0,2.0,3.0,0.0,297.0,1995.0,-37.7354,144.9128,3284.0,1635000.0
1330,3,8.0,3040.0,2.0,1.0,160.0,129.0,1985.0,-37.7403,144.8989,9264.0,650000.0
395,4,13.0,3204.0,2.0,2.0,795.0,250.0,1928.0,-37.9166,145.0314,6795.0,2435000.0
1242,3,8.5,3185.0,1.0,1.0,0.0,95.0,1970.0,-37.8921,145.0106,4898.0,782000.0
1139,2,1.6,3066.0,1.0,1.0,0.0,97.0,1880.0,-37.8035,144.985,4553.0,910000.0
3048,3,2.1,3205.0,2.0,0.0,141.0,163.0,1890.0,-37.8333,144.9576,5943.0,2075000.0
2934,4,2.6,3121.0,2.0,0.0,0.0,171.0,1900.0,-37.8206,145.0099,14949.0,1510000.0
1466,3,4.4,3031.0,1.0,1.0,244.0,84.0,1940.0,-37.7823,144.9278,3593.0,1115000.0
4957,4,11.2,3046.0,1.0,3.0,697.0,133.0,1960.0,-37.70159,144.93948,8870.0,780000.0
3453,3,4.6,3142.0,3.0,2.0,575.0,205.0,1930.0,-37.8375,145.0092,7217.0,2250000.0
2811,2,11.2,3073.0,1.0,1.0,122.0,74.0,1980.0,-37.7261,144.9961,21650.0,390000.0
3796,2,10.6,3084.0,1.0,2.0,247.0,68.0,1974.0,-37.7502,145.069,2890.0,475000.0
5457,1,5.3,3122.0,1.0,1.0,0.0,49.0,1960.0,-37.81823,145.03972,11308.0,455000.0
4131,2,7.8,3058.0,1.0,1.0,0.0,112.9,2014.0,-37.7422,144.9604,11204.0,781000.0
2686,3,8.8,3072.0,1.0,0.0,148.0,3.0,1950.0,-37.7428,145.0081,14577.0,751000.0
1778,3,4.6,3122.0,1.0,1.0,199.0,103.0,1890.0,-37.8172,145.0243,11308.0,1551000.0
3001,3,6.6,3011.0,3.0,2.0,227.0,211.0,2015.0,-37.8033,144.8897,2417.0,1350000.0
2955,3,2.6,3121.0,2.0,2.0,80.0,144.0,1850.0,-37.8233,144.9947,14949.0,1600000.0
4182,3,4.4,3031.0,1.0,0.0,143.0,136.0,1890.0,-37.7868,144.9336,3593.0,917000.0
1083,4,7.8,3058.0,3.0,1.0,515.0,249.0,1900.0,-37.7537,144.9766,11204.0,1250000.0
831,5,11.7,3125.0,3.0,2.0,326.0,210.0,2013.0,-37.8528,145.1129,5678.0,1060000.0
3969,3,9.1,3015.0,1.0,2.0,144.0,92.0,1980.0,-37.8268,144.8675,984.0,508000.0
2881,3,2.6,3121.0,1.0,2.0,332.0,116.0,1940.0,-37.8131,145.005,14949.0,1350000.0
5488,3,17.9,3082.0,1.0,1.0,546.0,136.0,1977.0,-37.65359,145.04276000000004,10529.0,602000.0
3135,4,7.7,3015.0,2.0,5.0,742.0,236.0,2000.0,-37.8248,144.8707,1223.0,1161000.0
5780,3,16.1,3088.0,2.0,1.0,653.0,130.0,1970.0,-37.71846,145.09689,8524.0,896000.0
2975,5,11.4,3084.0,2.0,1.0,629.0,207.0,1960.0,-37.7395,145.0773,3540.0,1101500.0
4443,3,6.5,3071.0,1.0,2.0,517.0,115.0,1950.0,-37.7638,145.0182,8870.0,1275000.0
488,3,13.9,3165.0,2.0,1.0,388.0,123.0,2007.0,-37.9329,145.053,10969.0,920000.0
5733,4,14.0,3047.0,2.0,2.0,696.0,158.0,1960.0,-37.68584,144.9315,4294.0,631000.0
322,3,9.7,3103.0,2.0,1.0,706.0,166.0,1930.0,-37.8161,145.0748,5682.0,3401000.0
3236,2,12.6,3020.0,1.0,1.0,225.0,80.0,2000.0,-37.7795,144.8432,3755.0,425000.0
1216,3,10.3,3084.0,2.0,2.0,0.0,148.0,1975.0,-37.7623,145.0569,1651.0,1190000.0
4305,3,8.4,3015.0,2.0,2.0,575.0,128.0,2017.0,-37.8389,144.8666,5498.0,900000.0
1954,2,4.2,3031.0,1.0,1.0,211.0,88.0,1915.0,-37.7925,144.9264,5263.0,825000.0
2147,2,8.7,3032.0,1.0,2.0,53.0,71.0,2000.0,-37.7736,144.8798,4918.0,410000.0
1381,3,9.4,3041.0,2.0,1.0,0.0,134.0,2002.0,-37.7364,144.8977,1308.0,765000.0
653,3,10.7,3187.0,3.0,2.0,435.0,228.0,1915.0,-37.91,145.0113,6938.0,1710000.0
3013,5,6.6,3011.0,3.0,1.0,386.0,218.0,1890.0,-37.8078,144.8846,2417.0,1275000.0
5490,4,6.2,3039.0,1.0,3.0,478.0,152.0,1925.0,-37.76421,144.90571,6232.0,1270000.0
392,2,13.0,3204.0,1.0,1.0,0.0,69.0,1965.0,-37.9332,145.045,6795.0,360000.0
474,3,13.9,3165.0,2.0,2.0,421.0,126.0,1950.0,-37.9168,145.0809,10969.0,780000.0
5871,2,9.4,3025.0,1.0,1.0,170.0,100.0,2001.0,-37.83658,144.86199,5132.0,510000.0
5496,2,1.8,3051.0,2.0,1.0,0.0,95.0,2008.0,-37.80202,144.95103999999995,6821.0,785000.0
1718,4,13.7,3188.0,2.0,1.0,667.0,184.0,1935.0,-37.9315,145.0109,5454.0,1800000.0
5032,2,10.2,3127.0,1.0,1.0,1501.0,84.0,1960.0,-37.81665,145.10043000000005,5457.0,807000.0
204,2,5.9,3032.0,1.0,1.0,124.0,77.0,1900.0,-37.7807,144.9285,6567.0,760000.0
2658,2,4.5,3181.0,1.0,1.0,0.0,87.0,1960.0,-37.8581,145.0017,7717.0,585000.0
1780,3,4.6,3122.0,2.0,0.0,249.0,171.0,1890.0,-37.8169,145.02100000000004,11308.0,2410000.0
466,2,13.9,3165.0,2.0,1.0,201.0,79.0,2005.0,-37.9293,145.0657,10969.0,722000.0
2333,3,8.4,3015.0,2.0,1.0,0.0,138.0,1970.0,-37.8352,144.8661,5498.0,800000.0
2819,3,11.2,3073.0,2.0,1.0,618.0,149.0,1965.0,-37.6989,145.0212,21650.0,668000.0
2649,1,4.5,3181.0,1.0,1.0,0.0,64.0,1945.0,-37.857,145.0027,7717.0,500500.0
3640,4,9.1,3040.0,2.0,2.0,578.0,35.0,2010.0,-37.7614,144.8953,1543.0,1150000.0
2194,2,2.8,3000.0,1.0,2.0,0.0,55.0,1917.0,-37.816,144.9535,17496.0,470000.0
1161,3,13.9,3108.0,1.0,4.0,727.0,123.0,1970.0,-37.7942,145.1218,9028.0,1403000.0
5089,4,16.1,3088.0,2.0,2.0,1070.0,190.0,1980.0,-37.69999,145.1279,8524.0,925000.0
3399,2,6.5,3071.0,1.0,0.0,0.0,75.0,1900.0,-37.7595,145.0061,8870.0,760000.0
4802,4,17.9,3082.0,2.0,3.0,649.0,158.0,1985.0,-37.67681,145.06413999999995,10529.0,720000.0
1626,3,13.0,3046.0,1.0,1.0,796.0,104.0,1960.0,-37.6955,144.9253,8870.0,710000.0
1111,3,9.2,3058.0,1.0,0.0,404.0,98.0,1950.0,-37.7305,144.9803,3445.0,655000.0
4523,4,13.6,3043.0,2.0,3.0,737.0,265.0,2010.0,-37.7088,144.8938,1071.0,970000.0
2538,3,9.9,3044.0,1.0,1.0,821.0,106.0,1974.0,-37.7153,144.9418,7485.0,738000.0
5226,3,14.3,3109.0,2.0,2.0,402.0,200.0,2007.0,-37.79408,145.16352,10999.0,1360000.0
2493,2,11.5,3046.0,1.0,1.0,118.0,113.0,2010.0,-37.7232,144.9154,2651.0,475000.0
5800,3,17.4,3048.0,1.0,2.0,798.0,128.0,1985.0,-37.65384,144.92272,4704.0,520000.0
821,4,11.7,3125.0,2.0,2.0,1145.0,111.0,1960.0,-37.8538,145.127,5678.0,1890000.0
2772,3,11.2,3073.0,2.0,3.0,479.0,153.0,1950.0,-37.7271,144.9968,21650.0,998000.0
4843,3,35.4,3198.0,1.0,2.0,648.0,96.0,1960.0,-38.11014,145.14336,8077.0,540000.0
3069,1,3.3,3141.0,1.0,1.0,0.0,44.0,1970.0,-37.8375,145.0012,14887.0,515000.0
3338,4,11.2,3127.0,3.0,4.0,1064.0,236.0,1969.0,-37.8324,145.1018,5457.0,2160000.0
1723,3,14.5,3188.0,2.0,2.0,393.0,140.0,1950.0,-37.9431,145.0267,2356.0,926000.0
1357,2,8.0,3040.0,1.0,1.0,0.0,65.0,1970.0,-37.745,144.915,9264.0,450000.0
4235,3,9.4,3081.0,1.0,2.0,658.0,99.0,1960.0,-37.7445,145.0386,2674.0,855000.0
4625,3,3.4,3031.0,2.0,2.0,0.0,120.0,1999.0,-37.79482,144.92192,5263.0,967000.0
3490,3,1.9,3003.0,3.0,2.0,0.0,132.0,1940.0,-37.8048,144.9424,2230.0,1010000.0
3919,3,8.2,3012.0,1.0,1.0,397.0,127.0,1960.0,-37.7901,144.8682,5058.0,878000.0
6150,3,8.5,3044.0,1.0,1.0,559.0,109.0,1955.0,-37.7327,144.92966,7485.0,940000.0
137,4,6.3,3143.0,1.0,2.0,495.0,163.0,1900.0,-37.8613,145.0264,4836.0,2200000.0
1912,4,12.8,3033.0,2.0,3.0,708.0,184.0,1990.0,-37.7452,144.8652,5629.0,835000.0
4274,3,11.2,3145.0,1.0,2.0,446.0,134.0,1980.0,-37.8784,145.0654,8801.0,1220000.0
2601,1,3.8,3207.0,1.0,1.0,0.0,60.0,2006.0,-37.8416,144.939,8648.0,500000.0
5542,4,12.9,3043.0,2.0,2.0,700.0,267.0,1999.0,-37.70598,144.87616,3296.0,895000.0
26,3,13.5,3042.0,2.0,1.0,0.0,145.0,1965.0,-37.7203,144.8755,3464.0,770000.0
1024,2,3.4,3068.0,1.0,1.0,174.0,85.0,1890.0,-37.7928,144.9987,2954.0,1075000.0
2069,4,7.4,3144.0,2.0,2.0,586.0,195.0,1890.0,-37.866,145.039,4675.0,2400000.0
5339,5,8.4,3072.0,2.0,2.0,559.0,192.0,1940.0,-37.73645,144.98715,14577.0,1060000.0
3497,2,1.9,3003.0,1.0,1.0,0.0,154.0,2009.0,-37.8094,144.9452,2230.0,1055000.0
4772,2,5.3,3122.0,1.0,1.0,0.0,84.0,1965.0,-37.82258,145.0193,11308.0,805000.0
2558,3,9.9,3044.0,1.0,3.0,686.0,151.0,1970.0,-37.7231,144.9252,7485.0,975000.0
